Offical Number,Release Date (m/d/y),Title,Guest(s),Length,Listens*,Category,Format,Panel,Guest Location,Venue,Link,Description,Notes,Total Number
140,5/21/2020,Kid’s Questions for a Statistician,LaToya Jennings-Lopez+,35:38:00,"1,937",Education,Long,John,United States,Zoom,http://statsandstories.net/education1/kids-questions-for-a-statistician,"LaToya Jennings-Lopez hosts this special episode of Stats+Stories with the children of Howard W. Bishop middle school. Listen to Alyana and Collin ask our host John Bailer and other special guest Wendy Martinez about their careers in Statistics, and how young people can get involved early. From topics such as future job prospects to COVID-19’s impact, listen to what kids curious in numbers want to know. ",,149
139,5/14/2020,The Lady with a Lamp ,Lynn McDonald,26:19:00,"1,899",Health,Long,"John, Rosemary, Richard",Canada,Zoom,http://statsandstories.net/health1/the-lady-with-the-lamp,"Lynn McDonald is a professor emerita at the University of Guelph. McDonald’s career has focused on enduring contributions as a scholar and social activist. She also served as a member of Parliament when her Non-Smokers’ Health Act of 1988 led the world in enacting legislation to establish smoke-free work and public spaces. In addition, in a labor of love, she published the definitive collection of Florence Nightingale’s writings, bringing renewed attention to this important female icon for a new generation.",,148
138,5/7/2020,The Decade of Statistics,Steve Pierson,27:15:00,"1,825",Methods,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/methods/the-decade-of-statistics,Steve Pierson is director of science policy for the American Statistical Association where he works to raise the profile of statistics in policymaking and advocates on the interests of statisticians. He was previously head of government relations at the American Physical Society and associate professor of physics at Worcester Polytechnic Institute. Follow him on Twitter. ,,147
137,4/30/2020,Birds of Probability,Amalia Bastos,27:24:00,"1,870",Environment,Long,"John, Richard",New Zealand,Zoom,http://statsandstories.net/environment1/birds-of-probability,"Amalia Bastos is a biologist and photographer who is currently a Ph.D candidate at The University of Auckland. She is part of the Animal Minds lab and work with three different species: dogs, kea, and New Caledonian crows. Her main interest is on how evolutionary pressures have shaped the minds of different species. Her PhD thesis focuses on the signature-testing approach, which aims to identify which cognitive processes animals use to understand their environment. ",,146
136,4/23/2020,The Problem with Plastics,Roland Geyer,22:03:00,"1,887",Environment,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/environment1/the-problem-with-plastics,"Roland Geyer is Professor at UCSB’s Bren School of Environmental Science and Management. Prior to joining the Bren School he held research positions in Germany, France, and the UK. Since 2000 he has worked with a wide range of governmental organization, trade associations, and companies on environmental sustainability issues. Roland has won multiple awards for his work, such as the International Statistic of the Year, and been featured widely in the media, like CBS 60 Minutes, CBS Sunday Morning, and PBS News Hour. He has a graduate degree in physics and a PhD in engineering. Learn more about Roland and his work on his website.",,145
135,4/16/2020,Observing Extreme Environmental Events,"Dan Cooley, Michael Wehner",31:00:00,"1,861",Environment,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/environment1/observing-extreme-environmental-events,"Dan Cooley is a Professor or Statistics at Colorado State University and is a past member and chair of the ASA’s Advisory Committee on Climate Change Policy.  Dan’s research is primarily focuses on developing statistical methods for the study of extreme values and is largely motivated by problems in atmospheric science. Dr. Michael F. Wehner is a senior staff scientist in the Computational Research Division at the Lawrence Berkeley National Laboratory. Dr. Wehner’s current research concerns the behavior of extreme weather events in a changing climate, especially heat waves, intense precipitation, drought and tropical",,144
134,4/9/2020,How To Be An Ethical Data Journalist,Bekah McBride,26:43:00,"2,038",Media,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/media1/how-to-be-an-ethical-data-journalist,Bekah McBride is a science writer and communications specialist who has worked with both companies and universities to turn data and research into applicable and actionable messages that inspire change. She holds a B.S. in Life Science Communication with an emphasis in Business from the University of Wisconsin-Madison and a M.A. in Journalism from the University of Nebraska-Lincoln. Her work has been published on DataJournalism.com and in Significance. (4/9/20),,143
133,4/2/2020,Statistics are a Human Right,John Pullinger,26:48:00,"1,984",Methods,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/methods/statistics-are-a-human-right,"John Pullinger is the current president of International Association for Official Statistics (IAOS) and finished his five-year term as United Kingdom National Statistician, Head of the Government Statistical Service (GSS) and Chief Executive of the UK Statistics Authority in June 2019. There, his role was to safeguard the production and publication of high quality official statistics by all departments, agencies and institutions in the UK. On appointment he described his role as to, “mobilize the power of data to help Britain make better decisions.” (4/2/20)",,142
132,3/26/2020,Coronavirus Visualizations,Amanda Makulec,30:58:00,"2,401",Health,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/health1/coronavirus-visualizations,"Amanda Makulec is the Senior Data Visualization Lead at Excella and holds a Masters of Public Health from the Boston University School of Public Health. She worked with data in global health programs for eight years before joining Excella, where she leads teams and develops user-centered data visualization products for federal, non-profit, and private sector clients. Amanda volunteers as the Operations Director for the Data Visualization Society and is a co-organizer for Data Visualization DC. Find her on Twitter at @abmakulec. (3/26/20)",First Post Pandemic recording,141
131,3/19/2020,Teaching Statistics,Gail Burrill,27:53:00,"2,020",Education,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/education1/teaching-statistics,"Gail Burrill is currently the Academic Specialist in the Program for Mathematics Education at Michigan State University. She was a secondary teacher and department chair in suburban Milwaukee, Wisconsin for over 28 years. She is the Immediate Past President of the International Association for Statistical Education, served as President of the National Council of Teachers of Mathematics and as Director of the Mathematical Sciences Education Board. Burrill co-chaired the College Board Commission on the Calculus Framework and is currently chair of the College Board’s Advanced Placement Calculus Development Committee. (3/19/20)",,140
